file_path,machine_type,machine_id,condition,if_score,ae_score,if_is_anomaly,ae_is_anomaly,combined_label
data\raw\mimii\pump\id_00\abnormal\00000036.wav,pump,id_00,anomaly,0.4406523849398896,0.11287977715871238,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000037.wav,pump,id_00,anomaly,0.49718259821798266,0.492040002853588,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000038.wav,pump,id_00,anomaly,0.45846763090735526,0.10574198139857229,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000039.wav,pump,id_00,anomaly,0.5172598298047427,0.4473824991359425,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000040.wav,pump,id_00,anomaly,0.4047758493854929,0.08332115947348812,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000041.wav,pump,id_00,anomaly,0.518674855707141,0.6381344439386444,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000042.wav,pump,id_00,anomaly,0.43560688320799207,0.11939703930810204,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000043.wav,pump,id_00,anomaly,0.5224764421415203,0.5919630711143986,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000044.wav,pump,id_00,anomaly,0.4642562933336008,0.5742195105282746,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000045.wav,pump,id_00,anomaly,0.475413716992832,0.4968305625776215,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000046.wav,pump,id_00,anomaly,0.5171389654246438,0.46332138631980313,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000047.wav,pump,id_00,anomaly,0.4587227363005902,0.36724555217556826,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000048.wav,pump,id_00,anomaly,0.44138080940349683,0.4250362672942593,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000049.wav,pump,id_00,anomaly,0.47541895315310256,0.5523709347127977,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000050.wav,pump,id_00,anomaly,0.45038062654793437,0.47383186625539797,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000051.wav,pump,id_00,anomaly,0.5088392857204733,0.4824027235225345,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000052.wav,pump,id_00,anomaly,0.4872578234657385,0.4623241367630892,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000053.wav,pump,id_00,anomaly,0.4514304814094567,0.24157470920721216,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000054.wav,pump,id_00,anomaly,0.44805693987918827,0.489931320735322,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000055.wav,pump,id_00,anomaly,0.473431683478196,0.21078320420677435,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000056.wav,pump,id_00,anomaly,0.4486143993425324,0.4486949424877664,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000057.wav,pump,id_00,anomaly,0.5614204429238777,0.43708656492519893,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000058.wav,pump,id_00,anomaly,0.45257915972265533,0.5241944777284266,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000059.wav,pump,id_00,anomaly,0.5122027807211973,0.24937667744974176,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000060.wav,pump,id_00,anomaly,0.4703753515966686,0.640799311507473,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000061.wav,pump,id_00,anomaly,0.48612599880365037,0.2083078634617281,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000062.wav,pump,id_00,anomaly,0.49722105808794437,0.4523239664948262,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000063.wav,pump,id_00,anomaly,0.4982446899908706,0.28424115323185223,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000064.wav,pump,id_00,anomaly,0.5323248407643061,0.8048270094680827,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000065.wav,pump,id_00,anomaly,0.48826215051630656,0.2582071481777903,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000066.wav,pump,id_00,anomaly,0.46567125151445166,0.5798557837328822,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000067.wav,pump,id_00,anomaly,0.4836924018464351,0.4070317674408435,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000068.wav,pump,id_00,anomaly,0.46358070015610914,0.7343728919246507,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000069.wav,pump,id_00,anomaly,0.44140803839114046,0.1334464210036199,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000070.wav,pump,id_00,anomaly,0.4796724000940231,0.7092530793878685,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000071.wav,pump,id_00,anomaly,0.4676768593105402,0.16834935712106425,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000072.wav,pump,id_00,anomaly,0.3878426516128757,0.12071538736170999,False,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000073.wav,pump,id_00,anomaly,0.5249437374010556,0.3642594441187002,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000074.wav,pump,id_00,anomaly,0.4175526979750565,0.238071763819224,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000075.wav,pump,id_00,anomaly,0.5389954149254934,0.39134106558899245,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000076.wav,pump,id_00,anomaly,0.4134184749807163,0.08114199780872777,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000077.wav,pump,id_00,anomaly,0.4614806519157119,0.21894059785583256,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000078.wav,pump,id_00,anomaly,0.3966003837669958,0.1090453060122908,False,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000079.wav,pump,id_00,anomaly,0.5156746706099866,0.39267369205266894,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000080.wav,pump,id_00,anomaly,0.4508076730958561,0.15617614720045492,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000081.wav,pump,id_00,anomaly,0.4793801259789284,0.2191282792884184,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000082.wav,pump,id_00,anomaly,0.443928557305768,0.3102205412491038,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000083.wav,pump,id_00,anomaly,0.5103351195090099,0.3734440488908386,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000084.wav,pump,id_00,anomaly,0.459235634162052,0.09260187063956936,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000085.wav,pump,id_00,anomaly,0.43752953632068275,0.16199837131789027,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000086.wav,pump,id_00,anomaly,0.3919229466700471,0.0859086202709467,False,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000087.wav,pump,id_00,anomaly,0.450872014556976,0.1699914411973269,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000088.wav,pump,id_00,anomaly,0.4460106525908283,0.13775182253794896,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000089.wav,pump,id_00,anomaly,0.4613644954854102,0.17671300190729258,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000090.wav,pump,id_00,anomaly,0.4863686798356149,0.22476135981828207,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000091.wav,pump,id_00,anomaly,0.46721061303538564,0.22776350140918825,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000092.wav,pump,id_00,anomaly,0.5070100465502918,0.9430988812744392,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000093.wav,pump,id_00,anomaly,0.4553305279040072,0.19854089607039818,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000094.wav,pump,id_00,anomaly,0.4183107457519386,0.080834719454355,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000095.wav,pump,id_00,anomaly,0.49314121221327545,0.2612601099060876,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000096.wav,pump,id_00,anomaly,0.42383945909390713,0.10551244716988455,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000097.wav,pump,id_00,anomaly,0.5004306079863063,0.2666281841067098,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000098.wav,pump,id_00,anomaly,0.47803469006857907,0.31192949751742555,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000099.wav,pump,id_00,anomaly,0.4755246568077669,0.2269880335144839,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000100.wav,pump,id_00,anomaly,0.4472439348794439,0.21475751845810095,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000101.wav,pump,id_00,anomaly,0.5041699758049587,0.23042162823272314,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000102.wav,pump,id_00,anomaly,0.4802501195650117,0.43041750878536683,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000103.wav,pump,id_00,anomaly,0.4431897087820648,0.07472175118346065,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000104.wav,pump,id_00,anomaly,0.5036128567233817,0.3054420609570516,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000105.wav,pump,id_00,anomaly,0.4562597703182895,0.059646111831702986,True,False,anomaly
data\raw\mimii\pump\id_00\abnormal\00000106.wav,pump,id_00,anomaly,0.49903083411316995,0.531327913401375,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000107.wav,pump,id_00,anomaly,0.495027616652423,0.1665276889398557,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000108.wav,pump,id_00,anomaly,0.5431599923558587,0.5617308334386572,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000109.wav,pump,id_00,anomaly,0.4242415300707509,0.051546733734490514,True,False,anomaly
data\raw\mimii\pump\id_00\abnormal\00000110.wav,pump,id_00,anomaly,0.5220863928891563,0.603895968083978,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000111.wav,pump,id_00,anomaly,0.44389105876444535,0.08662100000033303,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000112.wav,pump,id_00,anomaly,0.3707764803675957,0.05395547791246307,False,False,normal
data\raw\mimii\pump\id_00\abnormal\00000113.wav,pump,id_00,anomaly,0.5620807574492331,0.15252777204184678,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000114.wav,pump,id_00,anomaly,0.4236955913341042,0.08920315929775478,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000115.wav,pump,id_00,anomaly,0.3894731345842359,0.0616762280606758,False,False,normal
data\raw\mimii\pump\id_00\abnormal\00000116.wav,pump,id_00,anomaly,0.38801243673734714,0.04561980108237131,False,False,normal
data\raw\mimii\pump\id_00\abnormal\00000117.wav,pump,id_00,anomaly,0.4727624575886535,0.30580055898299824,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000118.wav,pump,id_00,anomaly,0.3748155916319745,0.057181428873269824,False,False,normal
data\raw\mimii\pump\id_00\abnormal\00000119.wav,pump,id_00,anomaly,0.4135943488215676,0.06049634950131039,True,False,anomaly
data\raw\mimii\pump\id_00\abnormal\00000120.wav,pump,id_00,anomaly,0.43561756612260716,0.05913530561873143,True,False,anomaly
data\raw\mimii\pump\id_00\abnormal\00000121.wav,pump,id_00,anomaly,0.37121863758382445,0.04038605441537673,False,False,normal
data\raw\mimii\pump\id_00\abnormal\00000122.wav,pump,id_00,anomaly,0.4276959267022257,0.0699645417497813,True,False,anomaly
data\raw\mimii\pump\id_00\abnormal\00000123.wav,pump,id_00,anomaly,0.4294019556836995,0.08561077871307604,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000124.wav,pump,id_00,anomaly,0.5079462656426531,0.21065384579973287,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000125.wav,pump,id_00,anomaly,0.4205260088807295,0.08850013620313425,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000126.wav,pump,id_00,anomaly,0.44536382480815545,0.10323140046814398,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000127.wav,pump,id_00,anomaly,0.4261412312066157,0.0909308015981151,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000128.wav,pump,id_00,anomaly,0.4340445606238163,0.20728619457389666,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000129.wav,pump,id_00,anomaly,0.42245822750254686,0.13618361819792157,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000130.wav,pump,id_00,anomaly,0.4634508104844848,0.21551956502098377,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000131.wav,pump,id_00,anomaly,0.4221448193331372,0.09787940222942752,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000132.wav,pump,id_00,anomaly,0.4797059465428677,0.1697395360472004,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000133.wav,pump,id_00,anomaly,0.42166260239254605,0.09743598700845585,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000134.wav,pump,id_00,anomaly,0.42118706237701636,0.08152350503377113,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000135.wav,pump,id_00,anomaly,0.44048298122084084,0.19589837451013495,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000136.wav,pump,id_00,anomaly,0.43921877517061136,0.12549097351496435,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000137.wav,pump,id_00,anomaly,0.4502552362630002,0.08630196451317422,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000138.wav,pump,id_00,anomaly,0.5966695263245155,2.5331284424576084,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000139.wav,pump,id_00,anomaly,0.5185104830403744,1.3542113433932397,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000140.wav,pump,id_00,anomaly,0.5043335282260548,0.4404677395282622,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000141.wav,pump,id_00,anomaly,0.4449416264844496,0.598209064180272,True,True,anomaly
data\raw\mimii\pump\id_00\abnormal\00000142.wav,pump,id_00,anomaly,0.4824391364656852,0.40695089727625744,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000000.wav,pump,id_00,normal,0.5014100381653818,0.18939328633090732,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000001.wav,pump,id_00,normal,0.42065215593436345,0.09108251254970016,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000002.wav,pump,id_00,normal,0.4429212404441578,0.1414257625046285,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000003.wav,pump,id_00,normal,0.46780573682061294,0.10149102751320337,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000004.wav,pump,id_00,normal,0.44673750558100106,0.08343479980988361,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000005.wav,pump,id_00,normal,0.4745457011933756,0.1527573683480021,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000006.wav,pump,id_00,normal,0.5462251531425633,0.19209667112355966,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000007.wav,pump,id_00,normal,0.4328381460894259,0.08906641422458021,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000008.wav,pump,id_00,normal,0.521447560841051,0.20687496568364896,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000009.wav,pump,id_00,normal,0.38975080197929796,0.07458025761435132,False,True,anomaly
data\raw\mimii\pump\id_00\normal\00000010.wav,pump,id_00,normal,0.4940746435911203,0.10515143262813531,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000011.wav,pump,id_00,normal,0.4022722907123422,0.06837601524100548,True,False,anomaly
data\raw\mimii\pump\id_00\normal\00000012.wav,pump,id_00,normal,0.4948229364923585,0.08664637487612292,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000013.wav,pump,id_00,normal,0.5301777357584269,0.28101818499986614,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000014.wav,pump,id_00,normal,0.47697010256230726,0.11619242548795396,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000015.wav,pump,id_00,normal,0.4617838139868336,0.1451548928195474,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000016.wav,pump,id_00,normal,0.4787852633497118,0.1175363129741816,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000017.wav,pump,id_00,normal,0.4652197931699961,0.10383065058513896,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000018.wav,pump,id_00,normal,0.5063971864288223,0.17441357362607604,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000019.wav,pump,id_00,normal,0.4144435460536953,0.08313216402492635,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000020.wav,pump,id_00,normal,0.46350156055009895,0.1454820511087643,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000021.wav,pump,id_00,normal,0.452810523266926,0.08874495115876173,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000022.wav,pump,id_00,normal,0.468654265042131,0.09563310279977218,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000023.wav,pump,id_00,normal,0.40884635226296523,0.1425381747087903,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000024.wav,pump,id_00,normal,0.3998758119790328,0.08229023461012752,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000025.wav,pump,id_00,normal,0.5081744603733503,0.14668223665697713,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000026.wav,pump,id_00,normal,0.40480010919380555,0.06236116699839458,True,False,anomaly
data\raw\mimii\pump\id_00\normal\00000027.wav,pump,id_00,normal,0.5218546967455925,0.16928485057729858,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000028.wav,pump,id_00,normal,0.408720255472268,0.06866510773487912,True,False,anomaly
data\raw\mimii\pump\id_00\normal\00000029.wav,pump,id_00,normal,0.48123756924759925,0.16314409342867253,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000030.wav,pump,id_00,normal,0.4051795418746827,0.0764996125445744,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000031.wav,pump,id_00,normal,0.46775123759077797,0.12472203318325446,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000032.wav,pump,id_00,normal,0.4849174305403967,0.1496223500241477,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000033.wav,pump,id_00,normal,0.4633364736536421,0.20112038746976169,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000034.wav,pump,id_00,normal,0.4888791036284293,0.22240045041316894,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000035.wav,pump,id_00,normal,0.39278172669417827,0.05774581912130141,False,False,normal
data\raw\mimii\pump\id_00\normal\00000036.wav,pump,id_00,normal,0.3948577754861933,0.06077285739058815,False,False,normal
data\raw\mimii\pump\id_00\normal\00000037.wav,pump,id_00,normal,0.4020585305713755,0.052524144974841,True,False,anomaly
data\raw\mimii\pump\id_00\normal\00000038.wav,pump,id_00,normal,0.46410341231097113,0.12427163636652667,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000039.wav,pump,id_00,normal,0.4650474795946999,0.10570693516188974,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000040.wav,pump,id_00,normal,0.41989923565328846,0.1877489558112497,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000041.wav,pump,id_00,normal,0.4728869936342006,0.1598144568991522,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000042.wav,pump,id_00,normal,0.4694023069521081,0.1271876975247068,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000043.wav,pump,id_00,normal,0.424691341096328,0.1184708685609907,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000044.wav,pump,id_00,normal,0.3993412181149177,0.05444093638637224,True,False,anomaly
data\raw\mimii\pump\id_00\normal\00000045.wav,pump,id_00,normal,0.4344537347175481,0.08101418110272586,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000046.wav,pump,id_00,normal,0.5189379776131757,0.33065064451054405,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000047.wav,pump,id_00,normal,0.5059692167550374,0.09061112417296587,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000048.wav,pump,id_00,normal,0.4774035212110359,0.09826667758179704,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000049.wav,pump,id_00,normal,0.5103565343681216,0.20075922989414519,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000050.wav,pump,id_00,normal,0.4156042260537389,0.10018847352680615,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000051.wav,pump,id_00,normal,0.47095341100203436,0.11352283350965076,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000052.wav,pump,id_00,normal,0.47881205588257164,0.08984873786899894,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000053.wav,pump,id_00,normal,0.4685665301802279,0.10453993245118438,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000054.wav,pump,id_00,normal,0.4135503838131918,0.11718778499550198,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000055.wav,pump,id_00,normal,0.3899955177530378,0.06762519673442773,False,False,normal
data\raw\mimii\pump\id_00\normal\00000056.wav,pump,id_00,normal,0.4282314651552017,0.06884684911962152,True,False,anomaly
data\raw\mimii\pump\id_00\normal\00000057.wav,pump,id_00,normal,0.4010767586321644,0.09358390085971036,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000058.wav,pump,id_00,normal,0.4583512388482303,0.0652236877749909,True,False,anomaly
data\raw\mimii\pump\id_00\normal\00000059.wav,pump,id_00,normal,0.5127468583456067,0.21254556571444935,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000060.wav,pump,id_00,normal,0.4085297715125498,0.06589624767893536,True,False,anomaly
data\raw\mimii\pump\id_00\normal\00000061.wav,pump,id_00,normal,0.4694403536815057,0.13924439767276353,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000062.wav,pump,id_00,normal,0.4174864330900789,0.061306070341267956,True,False,anomaly
data\raw\mimii\pump\id_00\normal\00000063.wav,pump,id_00,normal,0.3976832114976648,0.111559699292974,False,True,anomaly
data\raw\mimii\pump\id_00\normal\00000064.wav,pump,id_00,normal,0.4910965064193182,0.25777679367955525,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000065.wav,pump,id_00,normal,0.48821727919725216,0.17700414526578348,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000066.wav,pump,id_00,normal,0.4711317484724615,0.15686962290513465,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000067.wav,pump,id_00,normal,0.4530825698404651,0.1319848843432931,True,True,anomaly
data\raw\mimii\pump\id_00\normal\00000068.wav,pump,id_00,normal,0.4856396868050599,0.18967512481406903,True,True,anomaly
